ItemID,Sentiment,SentimentText,text_clean,polarity,subjectivity,sentiment_label,compound,negative,positive,neutral
514,0,  gooood night!!   must prepare for tomorrows meeting now,gooood night must prepare tomorrows meeting,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
515,0, - Great! Im bored at the moment and just have no idea on what to do!  Missing Boyfie too! Damn iâm... http://tumblr.com/xzp224xgj,Great bored moment just have idea what Missing Boyfie Damn http tumblrcom xzp224xgj,0.03333333333333335,0.6,Positive,-0.2263,0.348,0.204,0.448
516,1,  having a luvly day http://tinyurl.com/ckbmkc,having luvly http tinyurlcom ckbmkc,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
517,1,  he is so hot !,,0.0,0.0,Neutral,0.0,0.0,0.0,0.0
518,1,  hmm what to do!,what,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
519,0,  http://bit.ly/18xobk Five Guys Locations Closed After Visit from &lt;em&gt;Inside Edition&lt;/em&gt;'s 'Rat Patrol' @dcist,http bitly 18xobk Five Guys Locations Closed After Visit from ltemgtInside Editionlt emgts Patrol dcist,-0.1,0.1,Negative,0.0,0.0,0.0,1.0
520,0,  I am actually crying now because of sore throat.,actually crying because sore throat,-0.2,0.6,Negative,-0.6808,0.651,0.0,0.349
521,0," - I feel irresponsible and sort of horrible. Marshmallows, unless otherwise stated, have gelatin. fuck... http://tumblr.com/xl21pafgm",feel irresponsible sort horrible Marshmallows unless otherwise stated have gelatin fuck http tumblrcom xl21pafgm,-0.7,0.8,Negative,-0.872,0.474,0.0,0.526
522,0,  i miss my brother.. i worry about him.,miss brother worry about,0.0,0.0,Neutral,-0.5423,0.692,0.0,0.308
523,0,"  i need to think of something else, first. ",need think something else first,0.25,0.3333333333333333,Positive,0.0,0.0,0.0,1.0
524,0,  i wanted julian to win!,wanted julian,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
525,1, - Iowa No. 2 in happy! Yea!,Iowa happy,0.8,1.0,Positive,0.5719,0.0,0.787,0.213
526,0,  jus got some bad news,some news,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
527,1,  just got home,just home,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
528,0,  just mean,just mean,-0.3125,0.6875,Negative,0.0,0.0,0.0,1.0
529,1,  just saw sink into me the whole video on kerrang! ive seen it before loads but its so much better on tv!,just sink into whole video kerrang seen before loads much better,0.35,0.45,Positive,0.4404,0.0,0.225,0.775
530,0, - Limp Bizkit - Rollin' #SongStuckInMyHeadWhenIWokeUp,Limp Bizkit Rollin SongStuckInMyHeadWhenIWokeUp,-0.2,0.5,Negative,0.0,0.0,0.0,1.0
531,0,"  ''Love, save the empty''",Love save empty,0.2,0.55,Positive,0.765,0.196,0.804,0.0
532,0,  my camera broke !,camera broke,0.0,0.0,Neutral,-0.4215,0.737,0.0,0.263
533,1,  My mom is the funniest person ever!  ,funniest person ever,0.0,0.0,Neutral,0.5574,0.0,0.643,0.357
534,0,  my parents left,parents left,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
535,0,"  Nadal is out @ French Open ... now, to my back-up -- Go ANDY RODDICK!",Nadal French Open backup ANDY RODDICK,0.0,0.25,Neutral,0.0,0.0,0.0,1.0
536,0,"  no ass beatings, checked out Playhouse in Baltimore this weekend as well.  Feeling quite rested and a bit out of sorts.",beatings checked Playhouse Baltimore this weekend well Feeling quite rested sorts,0.0,0.0,Neutral,0.3818,0.0,0.286,0.714
537,0,  nothing....,nothing,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
538,0,  ok we'll talk about your boyfriends and stuff tomorrow ;) lmao and we'll talk for real soon too!! wooo hehe ilysfm doodle xxxx,well talk about your boyfriends stuff tomorrow lmao well talk real soon wooo hehe ilysfm doodle xxxx,0.4,0.65,Positive,0.7964,0.0,0.367,0.633
539,1,  Pie seems to have quite a good appetite now.,seems have quite good appetite,0.7,0.6000000000000001,Positive,0.4927,0.0,0.444,0.556
540,0, - server problems - motivating me to change hosting providers though... #fb,server problems motivating change hosting providers though,0.0,0.0,Neutral,0.128,0.248,0.294,0.459
541,0,  shakes head,shakes head,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
542,0,"  Shock loss to Sparks...bummer, @tmmcwilliams had a great game but shock too many injuries to start the season...rematch Monday!",Shock loss Sparksbummer tmmcwilliams great game shock many injuries start seasonrematch Monday,0.3,0.5499999999999999,Positive,-0.34,0.383,0.209,0.408
543,0,  some asshole got a hold of my email and signed me up for all this spam mail.  ughhhh...it's non stop.  anyone have a spam blocker?,some asshole hold email signed this spam mail ughhhhits stop anyone have spam blocker,0.0,0.0,Neutral,-0.7632,0.408,0.0,0.592
544,0,  someone just said ast least your pretty  . thanks but but being pretty gets you nowhere you have to much integrity .,someone just said least your pretty thanks being pretty gets nowhere have much integrity,0.12000000000000002,0.5599999999999999,Positive,0.7973,0.102,0.433,0.465
545,0,  myspace peOplE  can get really angry if I don't answer them right away... JA!,myspace peOplE really angry dont answer them right away,-0.10714285714285715,0.7678571428571428,Negative,-0.5563,0.31,0.0,0.69
546,0,  never get any photo comments on m space and more,never photo comments space more,0.5,0.5,Positive,0.0,0.0,0.0,1.0
547,1,"  NHL: Penguins 1, Red Wings 3 - FINAL - Red Wings lead series 1-0 - for stats, stars and more visit http://www.nhl.com",Penguins Wings FINAL Wings lead series stats stars more visit http wwwnhlcom,0.25,0.75,Positive,0.0,0.0,0.0,1.0
548,0,  no tickets in germany for the miley cyrus tour.. ,tickets germany miley cyrus tour,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
549,0,"  photo shoot rained out...  oh well, back to post!",photo shoot rained well back post,0.0,0.0,Neutral,-0.0772,0.282,0.247,0.471
550,1,  R.I.P young teke!!!  i miss you cuzin!! &lt;3     it has been 1 year sence you died. . .    [Dont be ashamed of your faith],young teke miss cuzin been year sence died Dont ashamed your faith,0.1,0.4,Positive,-0.6096,0.416,0.141,0.442
551,0,  RIP Charles J ...the world is with one less fine fellow,Charles world with less fine fellow,0.125,0.2833333333333333,Positive,0.1298,0.0,0.232,0.768
552,0,  RSL was at the Paley talk?! Now I'm even more depressed I couldn't get a ticket. Oh wells. ,Paley talk even more depressed couldnt ticket wells,0.5,0.5,Positive,-0.6523,0.471,0.0,0.529
553,1, - she is amazing -- Bjork ï¿½ Bachelorette ? http://blip.fm/~4lfyi,amazing Bjork Bachelorette http blipfm 4lfyi,0.6000000000000001,0.9,Positive,0.5859,0.0,0.432,0.568
554,0,  so bored,bored,-0.5,1.0,Negative,-0.2732,1.0,0.0,0.0
555,0,  so much for a good weekend,much good weekend,0.7,0.6000000000000001,Positive,0.4404,0.0,0.592,0.408
556,1,  Thank you.    @Kyauphie,Thank Kyauphie,0.0,0.0,Neutral,0.3612,0.0,0.714,0.286
557,0,  The hotel doesn't know where it is either... that was my favorite! How poopie is that.,hotel doesnt know where either that favorite poopie that,0.5,1.0,Positive,0.4588,0.0,0.273,0.727
558,0, - thelovelybones: I plan on owning this â¦donât judge me. http://tumblr.com/xr0238tmq,thelovelybones plan owning this don judge http tumblrcom xr0238tmq,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
559,0,"  This year, 5 million children from hunger-related causes.  http://is.gd/17Eo4",This year million children from hungerrelated causes http isgd 17Eo4,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
560,0, - ticketsandpassports: Â lmao your not a nerd. i think its cool when guys like anime. http://tumblr.com/xqn1x1tue,ticketsandpassports lmao your nerd think cool when guys like anime http tumblrcom xqn1x1tue,0.475,0.825,Positive,0.7579,0.111,0.437,0.452
561,0,  To all the mothers whose day may not be so happy. God loves you. TLC - Waterfalls ? http://blip.fm/~5zi9g,mothers whose happy loves Waterfalls http blipfm 5zi9g,0.8,1.0,Positive,0.8126,0.0,0.552,0.448
562,0,  Today is not a good day. But I guess laying around the house in your undies isn't so bad.,Today good guess laying around house your undies isnt,0.7,0.6000000000000001,Positive,0.4404,0.0,0.266,0.734
563,0,"  went to maggie's bday party, came home without my phone... I feel lost, and reaallly confused (but thats just the booze talking)",went maggies bday party came home without phone feel lost reaallly confused thats just booze talking,-0.4,0.7,Negative,0.3318,0.115,0.234,0.651
564,0,  when will RB2 get an australian release date???,when will australian release date,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
565,0," !my grandma just told me she thinks I'm stupid. Well, hey thanks, G.",grandma just told thinks stupid Well thanks,-0.29999999999999993,0.6,Negative,0.1531,0.274,0.403,0.323
566,1, #andyhurleyday,andyhurleyday,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
567,1, #ASOT400,ASOT400,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
568,0, #betseyjohnson why are you doing this to me? This necklace is $150 rather than the usual $50-60 I want it  http://twitpic.com/6ioi8,betseyjohnson doing this This necklace rather than usual 5060 want http twitpiccom 6ioi8,-0.25,0.25,Negative,0.0772,0.0,0.098,0.902
569,1, #followfriday @n3rin3 @jurgenphoto @shaneaddinall @robi27 @dannyvan @byronrode @tattood1,followfriday n3rin3 jurgenphoto shaneaddinall robi27 dannyvan byronrode tattood1,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
570,0, #IMISSCATH #IMISSCATH #IMISSCATH #IMISSCATH #IMISSCATH #IMISSCATH #IMISSCATH #IMISSCATH #IMISSCATH #IMISSCATH #IMISSCATH #IMISSCATH,IMISSCATH IMISSCATH IMISSCATH IMISSCATH IMISSCATH IMISSCATH IMISSCATH IMISSCATH IMISSCATH IMISSCATH IMISSCATH IMISSCATH,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
571,1, #mcflyforgermany #mcflyforgermany #mcflyforgermany #mcflyforgermany #mcflyforgermany #mcflyforgermany #mcflyforgermany #mcflyforgermany,mcflyforgermany mcflyforgermany mcflyforgermany mcflyforgermany mcflyforgermany mcflyforgermany mcflyforgermany mcflyforgermany,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
572,0, #p1wimax no signal detected here at the gardens,p1wimax signal detected here gardens,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
573,0, #trackle,trackle,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
574,1, --&gt; that was then. ='( --&gt; this is NOW.,that then this,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
575,1, &lt;3 this pic If u want more tell me cause I got more   http://twitpic.com/6vsv8,this want more tell cause more http twitpiccom 6vsv8,0.5,0.5,Positive,0.0772,0.0,0.14,0.86
576,1, &lt;---My expression watching this again: http://tinyurl.com/eqbwe,ltMy expression watching this again http tinyurlcom eqbwe,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
577,0, &quot;Beach Ball Fail&quot; - http://cheezburger.com/tw/?v7-20659 #lol #fail,quotBeach Ball Failquot http cheezburgercom v720659 fail,-0.5,0.29999999999999993,Negative,-0.5423,0.368,0.0,0.632
578,1, &quot;I'm a freelance writer for Braille porn and a stunt double for a hand model for Palmolive dishwashing liquid.&quot; [from @ShinyHappyHead],quotIm freelance writer Braille porn stunt double hand model Palmolive dishwashing liquidquot from ShinyHappyHead,0.0,0.0,Neutral,0.6597,0.0,0.31,0.69
579,1, &quot;Im in love and I don't care who knows it !&quot; -elf,quotIm love dont care knows quot,0.5,0.6,Positive,0.3761,0.243,0.388,0.369
580,0, &quot;It's raining again&quot; (c) Supertramp,quotIts raining againquot Supertramp,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
581,1," &quot;Y must people insist on talking about stupid politics on the comments of a bubblegum pop song. Sorry, get out&quot; http://tinyurl.com/ljgec2",quotY must people insist talking about stupid politics comments bubblegum song Sorry outquot http tinyurlcom ljgec2,-0.6499999999999999,1.0,Negative,-0.5719,0.251,0.0,0.749
582,0, &quot;you have to do it all alone&quot;,quotyou have alonequot,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
583,0," Apparently the 'new' 3.0 is the same build as the GM, meaning I'll likely have the same [minute] issues I was having with the GM. #mlia",Apparently same build meaning likely have same minute issues having with mlia,0.0,0.4166666666666667,Neutral,0.0,0.0,0.0,1.0
584,0," Archie's annoying me this morning, says I hogged the bed all night and won't get up for his shower, him and his little black kettle self",Archies annoying this morning says hogged night wont shower little black kettle self,-0.38472222222222224,0.611111111111111,Negative,-0.4019,0.184,0.0,0.816
585,0, are you ok @zheyamada ?,zheyamada,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
586,0," Argh, the speakers on my Macbook are screwing up, and slowly dying.",Argh speakers Macbook screwing slowly dying,-0.30000000000000004,0.39999999999999997,Negative,-0.2263,0.275,0.0,0.725
587,1, -as simple as it gets.,simple gets,0.0,0.35714285714285715,Neutral,0.0,0.0,0.0,1.0
588,0, at Chris Brown . . . I honestly dont feel bad for Rihanna ; anyways . . . Out nd such . . .,Chris Brown honestly dont feel Rihanna anyways such,0.3,0.7,Positive,0.4588,0.0,0.3,0.7
589,0, at last night ,last night,0.0,0.06666666666666667,Neutral,0.0,0.0,0.0,1.0
590,1," at my tweets: 1 lady saying goodnite, 2 tweets later 1 lady is saying good morning - that's crazy - i would never imagined this yrs ago",tweets lady saying goodnite tweets later lady saying good morning thats crazy would never imagined this,0.033333333333333326,0.5,Positive,0.128,0.124,0.15,0.725
591,1, at the nursery. the wailing have just ended. all sleeping soundly. working morning shift tmrw. grr,nursery wailing have just ended sleeping soundly working morning shift tmrw,0.4,0.4,Positive,0.0,0.0,0.0,1.0
592,1, AT THE RANDOM MENTION ABOUT CORE 2 &quot;DEALS&quot; THAT ARE ALMOST TWICE AS MUCH SENSE AS IT'S NOT TIED TO HIMSELF ABOUT TV EVERY NIGHT.,RANDOM MENTION ABOUT CORE quotDEALSquot THAT ALMOST TWICE MUCH SENSE TIED HIMSELF ABOUT EVERY NIGHT,-0.15,0.35,Negative,0.0,0.0,0.0,1.0
593,0, at work ! Fuck !,work Fuck,-0.4,0.6,Negative,-0.5423,0.778,0.0,0.222
594,0, at work and got loads to do b4 I leave today. Toodles lufflies xxx,work loads leave today Toodles lufflies,0.0,0.0,Neutral,-0.0516,0.194,0.0,0.806
595,0, attempting to get other people on twitter(other than cate)  to talk to me but it is failing,attempting other people twitter other than cate talk failing,-0.125,0.375,Negative,-0.5106,0.292,0.0,0.708
596,0, Aw. Toy Story 3 is coming out NEXT year.,Story coming NEXT year,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
597,1, awake...finally..random dream...i was a penguin but i lived in jersey and i oddly lived in a icecream store lolz ,awakefinallyrandom dreami penguin lived jersey oddly lived icecream store lolz,-0.16666666666666666,0.25,Negative,0.5719,0.0,0.291,0.709
598,0, awesome  http://twitpic.com/6ikhd,awesome http twitpiccom 6ikhd,1.0,1.0,Positive,0.6249,0.0,0.577,0.423
599,1, awesome black coffee... anyone?,awesome black coffee anyone,0.4166666666666667,0.7166666666666667,Positive,0.6249,0.0,0.577,0.423
600,1, aww great song &quot;Picture to burn&quot;,great song quotPicture burnquot,0.8,0.75,Positive,0.6249,0.0,0.577,0.423
601,0, AWW I GOTA DO HOMEWORK,GOTA HOMEWORK,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
602,0, aww someone borrowed it without telling me.,someone borrowed without telling,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
603,0, Awww derek is at work back to making kandie with the little ones  :o,Awww derek work back making kandie with little ones,0.07083333333333335,0.4666666666666666,Positive,0.0,0.0,0.0,1.0
604,0, B- in genetics so that's a 2.75 towards my GPA. What really sucks is that I got a 79.75% in the class and an 80% is a B.,genetics thats towards What really sucks that 7975 class,-0.3,0.3,Negative,-0.4201,0.259,0.0,0.741
605,0, baby died last night. @$%%$# day.,baby died last night,0.0,0.06666666666666667,Neutral,-0.5574,0.545,0.0,0.455
606,0, baby girl's so upset.....i'm not where i need to be with my sewing... and it's almost 10pm and i'm finally eating a little dinner..sigh..,baby girls upsetim where need with sewing almost 10pm finally eating little dinnersigh,-0.09375,0.75,Negative,0.0,0.0,0.0,1.0
607,1, baby sitting today.. shopping tomorrow.. Rue 21 Is the best Ever.. ,baby sitting today shopping tomorrow best Ever,1.0,0.3,Positive,0.6369,0.0,0.412,0.588
608,1, baby you like my favorite dessert I just can not get enough of you love you I'm yours 4Eva,baby like favorite dessert just enough love yours 4Eva,0.3333333333333333,0.7000000000000001,Positive,0.8558,0.0,0.611,0.389
609,0,"=- back from cali , missing itttttt",back from cali missing itttttt,-0.1,0.025,Negative,-0.296,0.355,0.0,0.645
610,0,=- back pain,back pain,0.0,0.0,Neutral,-0.5106,0.767,0.0,0.233
611,1, Back to basics ,Back basics,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
612,0, bad day 2day. Broken glasses  rainy weather  uof,2day Broken glasses rainy weather,-0.4,0.4,Negative,-0.5267,0.595,0.0,0.405
613,0, bad night for the pens,night pens,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
614,0, bad timing- a new mommy just called for newborn pictures and I can't fit the baby into my schedule no matter how hard I try,timing mommy just called newborn pictures cant baby into schedule matter hard,-0.2916666666666667,0.5416666666666666,Negative,-0.0772,0.112,0.088,0.8
615,1, BAHAHAHA  me and jodie burst out doing kevin's sos dance!  EPICCC XD,BAHAHAHA jodie burst doing kevins dance EPICCC,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
616,0,' bank account is negative $118... ,bank account negative,-0.3,0.4,Negative,-0.5719,0.649,0.0,0.351
617,1, Bas one last time 2 update my status ,last time update status,0.0,0.06666666666666667,Neutral,0.0,0.0,0.0,1.0
618,1, baseball.,baseball,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
619,0, bcd's closed! i guess nodaji it is.,bcds closed guess nodaji,-0.1,0.1,Negative,0.0,0.0,0.0,1.0
620,0,"- bed ; I gotta get up early  , only 5 more days of this bullshit  . SUMMER!!! &lt;3",gotta early only more days this bullshit SUMMER,0.19999999999999998,0.6,Positive,-0.7031,0.408,0.0,0.592
621,0, bed time......................................................,time,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
622,0, bedss gayyyy ... oh well Goodnight people  @technotetris and @ShaunAcland ;D,bedss gayyyy well Goodnight people technotetris ShaunAcland,0.0,0.0,Neutral,0.2732,0.0,0.259,0.741
623,1,- been up for 2 days straight. LoL. i NEVER sleep. ,been days straight NEVER sleep,0.2,0.4,Positive,0.2263,0.0,0.322,0.678
624,0, being afraid of food is an eating disorder right?,being afraid food eating disorder right,-0.15714285714285714,0.7178571428571429,Negative,-0.4019,0.351,0.0,0.649
625,0, being told im beautiful doesnt make my tummy better,being told beautiful doesnt make tummy better,0.675,0.75,Positive,0.3599,0.213,0.345,0.442
626,0, besides that great graduation day. I finaly made it I'm a highschool graduate ! Moms word .. Chapter close .. Keep pushing foward.,besides that great graduation finaly made highschool graduate Moms word Chapter close Keep pushing foward,0.8,0.75,Positive,0.6249,0.0,0.227,0.773
627,0,"  still no phone. bukas pa raw in the afternoon...  oh well, i survived 7 days, what's one more... day...  another day, another destiny",still phone bukas afternoon well survived days whats more another another destiny,0.5,0.5,Positive,0.6597,0.0,0.351,0.649
628,1,  such a nice day,such nice,0.3,0.75,Positive,0.4215,0.0,0.737,0.263
629,1,  Summertime by DJ Jazzy Jeff and The Fresh Prince,Summertime Jazzy Jeff Fresh Prince,0.3,0.5,Positive,0.3182,0.0,0.365,0.635
630,0,  The iPhone will be out of commission for a while.,iPhone will commission while,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
631,1,  the weather is lushhh!,weather lushhh,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
632,0,  Things are not good in my head. I may not be around a lot this weekend.,Things good head around this weekend,0.7,0.6000000000000001,Positive,0.4404,0.0,0.367,0.633
633,1,  third date went well....moving on to fourth!!!!!!,third date went wellmoving fourth,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
634,1,  To The Death! An awesome random comic for the certifiably not sane. (  ),Death awesome random comic certifiably sane,0.25,0.6666666666666666,Positive,0.0516,0.325,0.342,0.333
635,0,  try and enjoy ur family &amp; I am here if I need anything-anything!!!. Love you Sis-be brave &amp; I know u r strong ur in my prayers,enjoy family here need anythinganything Love Sisbe brave know strong prayers,0.5333333333333333,0.7083333333333334,Positive,0.9337,0.0,0.668,0.332
636,1,  twilight !!!,twilight,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
637,0,  twitter wont let me send replies today - boo hoo,twitter wont send replies today,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
638,1,  two more days.,more days,0.5,0.5,Positive,0.0,0.0,0.0,1.0
639,0,  ughhh..,ughhh,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
640,0,  UVA baseball...   Come on boys you can do it,baseball Come boys,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
641,0,  water works are gonna start,water works gonna start,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
642,0," - Well i wrote a missive post about last night and all the things that happened, it got deleted tho by... http://tumblr.com/x9c238auy",Well wrote missive post about last night things that happened deleted http tumblrcom x9c238auy,0.0,0.06666666666666667,Neutral,0.2732,0.0,0.139,0.861
643,0,"  well, I guess I knew it was going to break sometime...",well guess knew going break sometime,0.0,0.0,Neutral,0.2732,0.0,0.296,0.704
644,1, - 'What Canadians Have to be Proud of' http://bit.ly/NX4aQ,What Canadians Have Proud http bitly NX4aQ,0.8,1.0,Positive,0.4767,0.0,0.341,0.659
645,0,  why is it raining?,raining,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
646,0,  why me?,,0.0,0.0,Neutral,0.0,0.0,0.0,0.0
647,1,  xD go day!!!,,0.0,0.0,Neutral,0.0,0.0,0.0,0.0
648,1, - yay for STAR testing week! I start school at 11am this week and I have no school on thursday! maybe SF... http://tumblr.com/xvq1mln1l,STAR testing week start school 11am this week have school thursday maybe http tumblrcom xvq1mln1l,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
649,1,- #Hello #World! This is where i live: http://twitpic.com/6bo0t #beautiful #5am #woop - bed now ,Hello World This where live http twitpiccom 6bo0t beautiful woop,0.49318181818181817,0.75,Positive,0.5994,0.0,0.302,0.698
650,1, #shortstack #tokiohotel #shortstack #tokiohotel #shortstack #tokiohotel #shortstack #tokiohotel #shortstack #tokiohotel #shortstack,shortstack tokiohotel shortstack tokiohotel shortstack tokiohotel shortstack tokiohotel shortstack tokiohotel shortstack,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
651,0, #squaresp #squarespac #squarespace #trackle giveaways giveway iphonegiveway squarespace squarespce trackle,squaresp squarespac squarespace trackle giveaways giveway iphonegiveway squarespace squarespce trackle,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
652,1, &lt;*~Free!~*&gt;,Free,0.4,0.8,Positive,0.5106,0.0,1.0,0.0
653,1, &lt;----that's me smiling.,ltthats smiling,0.0,0.0,Neutral,0.4588,0.0,0.75,0.25
654,0,- &quot;......you were asleep while i gathered my things in the dark. the burns on my fingers were all that was left of the spark...&quot; - ,quotyou were asleep while gathered things dark burns fingers were that left sparkquot,-0.075,0.2,Negative,0.0,0.0,0.0,1.0
655,0, &quot;BBC NEWS | UK maps climate change forecasts&quot; - The picture it paints is an alarming one ( http://bit.ly/69AYs ),quotBBC NEWS maps climate change forecastsquot picture paints alarming http bitly 69AYs,-0.1,0.6,Negative,-0.128,0.12,0.0,0.88
656,0, &quot;I'm giving up on you. I don't care how you mess up your life now.&quot;... :'(,quotIm giving dont care mess your life nowquot,-0.175,0.175,Negative,0.222,0.217,0.372,0.412
657,0," &quot;Meteorologists Predict Chilly, Rainy Midsummer | News in Finland| yle.fi&quot; + thunder  ( http://bit.ly/15TpJC )",quotMeteorologists Predict Chilly Rainy Midsummer News Finland ylefiquot thunder http bitly 15TpJC,-0.6,0.9,Negative,-0.0772,0.106,0.0,0.894
658,1, &quot;Nintendo DSi Portable Game System - What Will You and i Do?&quot; ( http://tinyurl.com/b3yobq ),quotNintendo Portable Game System What Will Doquot http tinyurlcom b3yobq,-0.4,0.4,Negative,0.0,0.0,0.0,1.0
659,1, &quot;Promote My Site - Getting to the Front Page and Other Places in Social Media&quot; ( http://tinyurl.com/dflzg4 ),quotPromote Site Getting Front Page Other Places Social Mediaquot http tinyurlcom dflzg4,-0.04583333333333334,0.22083333333333333,Negative,0.0,0.0,0.0,1.0
660,1," &quot;The universe is a living being, and it's conscious, and it's very old. And it cares about itself in lots of ways.&quot; Drunvalo Melchizedek.",quotThe universe living being conscious very cares about itself lots waysquot Drunvalo Melchizedek,0.15000000000000002,0.4,Positive,0.5095,0.0,0.215,0.785
661,1,- &quot;the world makes music for people who listen &quot; ,quotthe world makes music people listen quot,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
662,1, &quot;Will Diggâs New Share Feature Pollute Twitter?&quot; ( http://tinyurl.com/ncqkm5 ),quotWill Digg Share Feature Pollute Twitterquot http tinyurlcom ncqkm5,0.0,0.0,Neutral,-0.2732,0.264,0.176,0.56
663,0, (angry) mixed motions! but soo frustrated x( http://plurk.com/p/13s5mg,angry mixed motions frustrated http plurkcom 13s5mg,-0.39999999999999997,0.48333333333333334,Negative,-0.7717,0.573,0.0,0.427
664,0, (mood i am in),mood,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
665,1, *exited* I just bought some oreos!! I hope everyone likes oreos..,exited just bought some oreos hope everyone likes oreos,0.0,0.0,Neutral,0.6908,0.0,0.449,0.551
666,0, *hugs @ignorantsheep*,hugs ignorantsheep,0.0,0.0,Neutral,0.4939,0.0,0.762,0.238
667,0, *sends you e-hugs*,sends ehugs,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
668,0, *tear*,tear,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
669,0," *cries* I'm so depressed, thanks to you my angel! &quot;I'm gonna find someone someday who might actually treat me well&quot;!!",cries depressed thanks angel quotIm gonna find someone someday might actually treat wellquot,0.1,0.15000000000000002,Positive,-0.1027,0.291,0.272,0.437
670,0,"--- *On my way to the doctors with my Duo, my ass hasn't even had breakfast yet  lol",doctors with hasnt even breakfast,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
671,0, *sob* must be in bed!!,must,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
672,0, *wishes she was at summer jam*,wishes summer,0.0,0.0,Neutral,0.1531,0.0,0.615,0.385
673,0," , school! GrRr im not in the mood to take my make up back off then put it on again when the teachers leave!",school GrRr mood take make back then again when teachers leave,-0.35,0.4,Negative,-0.1531,0.224,0.0,0.776
674,1,-- . BABBBBBBBBYY .  I missed you MUCH!!,BABBBBBBBBYY missed MUCH,0.2,0.2,Positive,-0.296,0.524,0.0,0.476
675,0, . Sunday is over.,Sunday over,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
676,1,-- . well then you gon have to stop w. that . &quot;IDC&quot; shit. JUST be faithful like *points to em* MOI! ,well then have stop that quotIDCquot shit JUST faithful like points,-0.2,0.8,Negative,0.1779,0.301,0.389,0.311
677,0, .. why the jonas are bad with us !! come to paraguay,jonas with come paraguay,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
678,1, ... its JONAS DAY!!!!!!!!,JONAS,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
679,0, ... UghH... Anybody wanna come to my house and cook? My mom is leavin for work and aint cook me shit !... Can't trust dem hoes!!!,UghH Anybody wanna come house cook leavin work aint cook shit Cant trust hoes,-0.2,0.8,Negative,0.0572,0.153,0.166,0.681
680,0, ....  i don't know what to do..,dont know what,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
681,0, .... i think i lost my spanish book!! :-X,think lost spanish book,0.0,0.0,Neutral,-0.3182,0.434,0.0,0.566
682,0, .... Life can be so complicated. I know God has a plan .... I just have to trust in him.,Life complicated know plan just have trust,-0.5,1.0,Negative,0.5106,0.0,0.355,0.645
